Date Last Researched,Country 1,Country 2,Project Name,Project Name (local lang/script),Other name(s),Capacity (MW),Binational,Country 1 Capacity (MW),Country 2 Capacity (MW),Turbines,Status,Complex,Start Year,Retired Year,Owner,Owner Name (local lang/script),Operator,Operator Name (local lang/script),Technology Type,River / Watercourse,Latitude,Longitude,Location Accuracy,City 1,Local Area 1,Major Area 1,State/Province 1,Subregion 1,Region 1,City 2,Local Area 2,Major Area 2,State/Province 2,Subregion 2,Region 2,GEM location ID,GEM unit ID,Wiki URL
22-12-2022,Australia,,Kareeya hydroelectric plant,,,88,No,88,0,4,operating,,1957,,CleanCo Queensland,,,,run-of-river,,-17.767,145.578,exact,,,,Queensland,Australia and New Zealand,Oceania,,,,,,,L600064,G600064,https://gem.wiki/Kareeya_hydroelectric_plant
13-09-2023,Australia,,Kidston hydroelectric plant,,"Kidston Psp, K2-Hydro",250,No,250,0,2 x 125 MW,construction,,2024,,Genex Power,,,,pumped storage,,-19.0524,144.1449,exact,,,,Queensland,Australia and New Zealand,Oceania,,,,,,,L600065,G600065,https://gem.wiki/Kidston_hydroelectric_plant
13-09-2023,Australia,,Lake Cethana hydroelectric plant,,Cethana Pumped Hydro,750,No,750,0,4,announced,,,,Hydro Tasmania,,,,pumped storage,,-41.498,146.1089,exact,,,,Tasmania,Australia and New Zealand,Oceania,,,,,,,L600066,G604537,https://gem.wiki/Lake_Cethana_hydroelectric_plant
13-09-2023,Australia,,Lake Lyell hydroelectric plant,,,335,No,335,0,,announced,,,,EnergyAustralia,,,,pumped storage,,-33.499,150.0799,exact,,,,New South Wales,Australia and New Zealand,Oceania,,,,,,,L600067,G600067,https://gem.wiki/Lake_Lyell_hydroelectric_plant
22-12-2022,Australia,,Liapootah hydroelectric plant,,,87,No,87,0,3,operating,Derwent Complex,1960,,Hydro Tasmania,,,,run-of-river,,-42.3764,146.5101,exact,,,,Tasmania,Australia and New Zealand,Oceania,,,,,,,L600068,G600068,https://gem.wiki/Liapootah_hydroelectric_plant
22-12-2022,Australia,,Mackintosh hydroelectric plant,,,89,No,89,0,1,operating,Pieman Complex,1982,,Hydro Tasmania,,,,conventional storage,,-41.6997,145.6461,exact,,,,Tasmania,Australia and New Zealand,Oceania,,,,,,,L600069,G600069,https://gem.wiki/Mackintosh_hydroelectric_plant
22-12-2022,Australia,,McKay Creek hydroelectric plant,,McKay Creek Mount Beauty Hydro Scheme,150,No,150,0,6 x 25 MW,operating,Kiewa Complex,1960,,AGL Energy LTD,,AGL Energy LTD,,conventional storage,,-36.8583,147.2344,exact,,,,Victoria,Australia and New Zealand,Oceania,,,,,,,L600070,G600070,https://gem.wiki/McKay_Creek_hydroelectric_plant
13-09-2023,Australia,,Mt Rawdon hydroelectric plant,,,2000,No,2000,0,,pre-construction,,,,,,,,pumped storage,,-25.2707,151.7636,exact,,,,Queensland,Australia and New Zealand,Oceania,,,,,,,L600071,G604638,https://gem.wiki/Mt_Rawdon_hydroelectric_plant
22-12-2022,Australia,,Murray 1 hydroelectric plant,,,950,No,950,0,10,operating,Snowy Complex,1967,,Snowy Hydro,,,,conventional storage,,-36.2468,148.1902,exact,,,,New South Wales,Australia and New Zealand,Oceania,,,,,,,L600072,G600072,https://gem.wiki/Murray_1_hydroelectric_plant
22-12-2022,Australia,,Murray 2 hydroelectric plant,,,550,No,550,0,4,operating,Snowy Complex,1969,,Snowy Hydro,,,,conventional storage,,-36.2424,148.1361,exact,,,,New South Wales,Australia and New Zealand,Oceania,,,,,,,L600073,G600073,https://gem.wiki/Murray_2_hydroelectric_plant
13-09-2023,Australia,,Muswellbrook hydroelectric plant,,,250,No,250,0,2,announced,,,,AGL Energy LTD; Idemitsu Australia,,,,pumped storage,,-32.2454,150.9344,exact,,,,New South Wales,Australia and New Zealand,Oceania,,,,,,,L600074,G600074,https://gem.wiki/Muswellbrook_hydroelectric_plant
13-09-2023,Australia,,New Dungowan Dam hydroelectric plant,,"Dungowan Dam, Dungowan Pumped Hydro",600,No,600,0,,pre-construction,,2025,,MirusWind; Energy Estate,,,,pumped storage,,-31.3555,151.1556,exact,,,,New South Wales,Australia and New Zealand,Oceania,,,,,,,L600075,G600075,https://gem.wiki/New_Dungowan_Dam_hydroelectric_plant
13-09-2023,Australia,,Oven Mountain hydroelectric plant,,,600,No,600,0,3,announced,,,,,,,,pumped storage,,-30.8087,152.2017,exact,,,,New South Wales,Australia and New Zealand,Oceania,,,,,,,L600076,G600076,https://gem.wiki/Oven_Mountain_hydroelectric_plant
13-09-2023,Australia,,Pioneer Burdekin hydroelectric plant,,,5000,No,5000,0,,announced,,2032,,,,,,pumped storage,,-21.126,148.4772,exact,,,,Queensland,Australia and New Zealand,Oceania,,,,,,,L600077,G600077,https://gem.wiki/Pioneer_Burdekin_hydroelectric_plant
22-12-2022,Australia,,Poatina hydroelectric plant,,,363,No,363,0,6,operating,,1966,,Hydro Tasmania,,,,conventional storage,,-41.8159,146.8901,exact,,,,Tasmania,Australia and New Zealand,Oceania,,,,,,,L600078,G600078,https://gem.wiki/Poatina_hydroelectric_plant
22-12-2022,Australia,,Reece hydroelectric plant,,,244,No,244,0,2,operating,Pieman Complex,1986,,Hydro Tasmania,,,,conventional storage,,-41.7238,145.136,exact,,,,Tasmania,Australia and New Zealand,Oceania,,,,,,,L600079,G600079,https://gem.wiki/Reece_hydroelectric_plant
13-09-2023,Australia,,Shoalhaven Expansion hydroelectric plant,,,235,No,235,0,,pre-construction,,,,Origin Energy,,,,pumped storage,,-34.7232,150.4728,exact,,,,New South Wales,Australia and New Zealand,Oceania,,,,,,,L600080,G600080,https://gem.wiki/Shoalhaven_Expansion_hydroelectric_plant
13-09-2023,Australia,,Snowy 2.0 hydroelectric plant,,,2000,No,2000,0,6,construction,,2029,,Snowy Hydro,,,,pumped storage,,-35.7452,148.6536,exact,,,,New South Wales,Australia and New Zealand,Oceania,,,,,,,L600081,G600081,https://gem.wiki/Snowy_2.0_hydroelectric_plant
22-12-2022,Australia,,Tarraleah hydroelectric plant,,,94,No,94,0,6,operating,Derwent Complex,1938,,Hydro Tasmania,,,,conventional storage,,-42.301,146.4573,exact,,,,Tasmania,Australia and New Zealand,Oceania,,,,,,,L600082,G600082,https://gem.wiki/Tarraleah_hydroelectric_plant
13-09-2023,Australia,,Tarraleah New hydroelectric plant,,,113,No,113,0,2,pre-construction,Derwent Complex,,,Hydro Tasmania,,,,conventional storage,,-42.301,146.459,exact,,,,Tasmania,Australia and New Zealand,Oceania,,,,,,,L600083,G604861,https://gem.wiki/Tarraleah_New_hydroelectric_plant
22-12-2022,Australia,,Trevallyn hydroelectric plant,,,103,No,103,0,4,operating,,1955,,Hydro Tasmania,,,,run-of-river,,-41.4228,147.1117,exact,Launceston,,,Tasmania,Australia and New Zealand,Oceania,,,,,,,L600084,G600084,https://gem.wiki/Trevallyn_hydroelectric_plant
22-12-2022,Australia,,Tribute hydroelectric plant,,,92,No,92,0,1,operating,Pieman Complex,1994,,Hydro Tasmania,,,,conventional storage,,-41.816,145.6498,exact,,,,Tasmania,Australia and New Zealand,Oceania,,,,,,,L600085,G600085,https://gem.wiki/Tribute_hydroelectric_plant
22-12-2022,Australia,,Tumut 1 hydroelectric plant,,Tumut 1 Upper Tumut,330,No,330,0,4,operating,Snowy Complex,1959,,Snowy Hydro,,,,run-of-river,,-35.9506,148.3637,exact,,,,New South Wales,Australia and New Zealand,Oceania,,,,,,,L600086,G600086,https://gem.wiki/Tumut_1_hydroelectric_plant
22-12-2022,Australia,,Tumut 2 hydroelectric plant,,Tumut 2 Upper Tumut,287,No,287,0,4,operating,Snowy Complex,1962,,Snowy Hydro,,,,conventional storage,,-35.8751,148.3698,exact,,,,New South Wales,Australia and New Zealand,Oceania,,,,,,,L600087,G600087,https://gem.wiki/Tumut_2_hydroelectric_plant
22-12-2022,Australia,,Tumut 3 hydroelectric plant,,,1800,No,1800,0,6,operating,Snowy Complex,1973,,Snowy Hydro,,,,pumped storage,,-35.611,148.292,exact,,,,New South Wales,Australia and New Zealand,Oceania,,,,,,,L600088,G600088,https://gem.wiki/Tumut_3_hydroelectric_plant
22-12-2022,Australia,,Tungatinah hydroelectric plant,,,142,No,142,0,5,operating,,1953,,Hydro Tasmania,,,,conventional storage,,-42.2968,146.4566,exact,,,,Tasmania,Australia and New Zealand,Oceania,,,,,,,L600089,G600089,https://gem.wiki/Tungatinah_hydroelectric_plant
22-12-2022,Australia,,Wivenhoe hydroelectric plant,,,570,No,570,0,2,operating,,1984,,CleanCo Queensland,,,,pumped storage,,-27.3729,152.6323,exact,,,,Queensland,Australia and New Zealand,Oceania,,,,,,,L600090,G600090,https://gem.wiki/Wivenhoe_hydroelectric_plant
20-04-2022,Austria,Germany,Braunau-Simbach hydroelectric plant,,,100,Yes,50,50,4,operating,,1954,,Österreichisch-Bayerische Kraftwerke AG,,Grenzkraftwerke GMBH (GKW),,run-of-river,,48.2451,13.0065,exact,,Bezirk Braunau am Inn,,Upper Austria,Western Europe,Europe,,Landkreis Rottal-Inn,,Bavaria,Western Europe,Europe,L604063,G604102,https://gem.wiki/Braunau-Simbach_hydroelectric_plant
20-04-2022,Austria,Germany,Egglfing-Obernberg hydroelectric plant,,,84,Yes,42,42,6,operating,,1950,,,,,,run-of-river,,48.3186,13.3199,exact,,Bezirk Ried im Innkreis,,Upper Austria,Western Europe,Europe,,Landkreis Passau,,Bavaria,Western Europe,Europe,L604064,G604103,https://gem.wiki/Egglfing-Obernberg_hydroelectric_plant
20-04-2022,Austria,Germany,Jochenstein hydroelectric plant,,,132,Yes,66,66,5,operating,,1956,,Verbund Hydro Power GMBH,,Grenzkraftwerke GMBH (GKW),,run-of-river,,48.5173,13.7069,exact,Engelhartszell an der Donau,Bezirk Schärding,,Upper Austria,Western Europe,Europe,,Landkreis Passau,,Bavaria,Western Europe,Europe,L604065,G604104,https://gem.wiki/Jochenstein_hydroelectric_plant
20-04-2022,Austria,Germany,Passau-Ingling hydroelectric plant,,,96,Yes,48,48,4,operating,,1966,,Österreichisch-Bayerische Kraftwerke AG,,Grenzkraftwerke GMBH (GKW),,run-of-river,,48.5536,13.4369,exact,,Bezirk Schärding,,Upper Austria,Western Europe,Europe,,,,Bavaria,Western Europe,Europe,L604066,G604105,https://gem.wiki/Passau-Ingling_hydroelectric_plant
20-04-2022,Austria,Germany,Schärding Neuhaus hydroelectric plant,,,100,Yes,50,50,4,operating,,1961,,Österreichisch-Bayerische Kraftwerke AG,,,,run-of-river,,48.4355,13.4399,exact,,Bezirk Schärding,,Upper Austria,Western Europe,Europe,,Landkreis Passau,,Bavaria,Western Europe,Europe,L604067,G604106,https://gem.wiki/Schärding_Neuhaus_hydroelectric_plant
20-04-2022,Austria,,Abwinden-Asten hydroelectric plant,,Sophie,168,No,168,0,9,operating,,1979,,Verbund Hydro Power GMBH,,VERBUND Hydro Power GmbH,,conventional storage,Danube River,48.248,14.4302,exact,,Bezirk Perg,,Upper Austria,Western Europe,Europe,,,,,,,L600091,G600091,https://gem.wiki/Abwinden-Asten_hydroelectric_plant
20-04-2022,Austria,,Achensee Jenbach hydroelectric plant,,KW Jenbach,79,No,79,0,5,operating,,1927,,Tiroler Wasserkraft AG (TIWAG),,,,conventional storage,,47.389,11.7573,exact,Marktgemeinde Jenbach,Bezirk Schwaz,,Tyrol,Western Europe,Europe,,,,,,,L600092,G600092,https://gem.wiki/Achensee_Jenbach_hydroelectric_plant
20-04-2022,Austria,,Altenwörth hydroelectric plant,,,328,No,328,0,9,operating,,1976,,Verbund Hydro Power GMBH,,VERBUND Hydro Power GmbH,,conventional storage,Danube River,48.376,15.857,exact,Gemeinde Kirchberg am Wagram,Bezirk Tulln,,Lower Austria,Western Europe,Europe,,,,,,,L600093,G600093,https://gem.wiki/Altenwörth_hydroelectric_plant
20-04-2022,Austria,,Annabrücke hydroelectric plant,,,90,No,90,0,2,operating,,1981,,Verbund Hydro Power GMBH,,,,run-of-river,Drava River,46.5613,14.4794,exact,,Bezirk Klagenfurt-Land,,Carinthia,Western Europe,Europe,,,,,,,L600094,G600094,https://gem.wiki/Annabrücke_hydroelectric_plant
20-04-2022,Austria,,Aschach hydroelectric plant,,,287,No,287,0,4,operating,,1964,,Verbund Hydro Power GMBH,,VERBUND Hydro Power GmbH,,conventional storage,Danube River,48.3852,14.0229,exact,,Bezirk Eferding,,Upper Austria,Western Europe,Europe,,,,,,,L600095,G600095,https://gem.wiki/Aschach_hydroelectric_plant
20-04-2022,Austria,,Ausserfragant hydroelectric plant,Außerfragant,,100,No,100,0,3,operating,,1965,,KELAG,Kärntner Elektrizitäts-Aktiengesellschaft,Kelag,Kärntner Elektrizitäts-Aktiengesellschaft,conventional storage,,46.9349,13.1098,exact,,Bezirk Spittal an der Drau,,Carinthia,Western Europe,Europe,,,,,,,L600096,G600096,https://gem.wiki/Ausserfragant_hydroelectric_plant
20-04-2022,Austria,,Edling hydroelectric plant,,,87,No,87,0,2,operating,,1962,,Verbund Hydro Power GMBH,,,,run-of-river,,46.6292,14.7015,exact,Eberndorf,Bezirk Völkermarkt,,Carinthia,Western Europe,Europe,,,,,,,L600097,G600097,https://gem.wiki/Edling_hydroelectric_plant
20-04-2022,Austria,,Enzingerboden hydroelectric plant,,,81,No,81,0,6,operating,,,,,,,,unknown,,47.1697,12.6266,exact,,Bezirk Zell am See,,Salzburg,Western Europe,Europe,,,,,,,L600098,G600098,https://gem.wiki/Enzingerboden_hydroelectric_plant
20-04-2022,Austria,,Feistritz-Ludmannsdorf hydroelectric plant,,,88,No,88,0,2,operating,,1968,,Verbund Hydro Power GMBH,,,,run-of-river,,46.5343,14.1711,exact,,Bezirk Klagenfurt-Land,,Carinthia,Western Europe,Europe,,,,,,,L600099,G600099,https://gem.wiki/Feistritz-Ludmannsdorf_hydroelectric_plant
20-04-2022,Austria,,Feldsee hydroelectric plant,,,140,No,140,0,2 x 69 MW,operating,,2009,,KELAG,Kärntner Elektrizitäts-Aktiengesellschaft,Kelag,,pumped storage,,47.0036,13.0562,exact,,Bezirk Spittal an der Drau,,Carinthia,Western Europe,Europe,,,,,,,L600100,G600100,https://gem.wiki/Feldsee_hydroelectric_plant
20-04-2022,Austria,,Ferlach Maria Rain hydroelectric plant,,,75,No,75,0,2,operating,,1975,,Verbund Hydro Power GMBH,,,,run-of-river,,46.5465,14.2988,exact,,Bezirk Klagenfurt-Land,,Carinthia,Western Europe,Europe,,,,,,,L600101,G600101,https://gem.wiki/Ferlach_Maria_Rain_hydroelectric_plant
20-04-2022,Austria,,Freudenau hydroelectric plant,,"Vienna-Freudenau, Freudenau Danube, and Wien-Freudenau",172,No,172,0,6,operating,,1999,,Verbund Hydro Power GMBH,,VERBUND Hydro Power GmbH,,conventional storage,Danube River,48.1753,16.4808,exact,Vienna,,,,Western Europe,Europe,,,,,,,L600102,G600102,https://gem.wiki/Freudenau_hydroelectric_plant
20-04-2022,Austria,,Gerlos hydroelectric plant,,,200,No,200,0,5,operating,,1949,,Verbund Hydro Power GMBH,,VERBUND Hydro Power GmbH,,conventional storage,"Inn River, Gerlosbach River",47.233,11.8992,exact,Gemeinde Rohrberg,Bezirk Schwaz,,Tyrol,Western Europe,Europe,,,,,,,L600103,G600103,https://gem.wiki/Gerlos_hydroelectric_plant
20-04-2022,Austria,,Greifenstein hydroelectric plant,,,293,No,293,0,9,operating,,1985,,Verbund Hydro Power GMBH,,VERBUND Hydro Power GmbH,,conventional storage,Danube River,48.3562,16.2424,exact,Gemeinde Spillern,Bezirk Korneuburg,,Lower Austria,Western Europe,Europe,,,,,,,L600104,G600104,https://gem.wiki/Greifenstein_hydroelectric_plant
20-04-2022,Austria,,Häusling hydroelectric plant,,,360,No,360,0,2,operating,,1988,,Verbund Hydro Power GMBH,,VERBUND Hydro Power GmbH,,conventional storage,"Inn River, Ziller River",47.1462,11.9673,exact,Gemeinde Brandberg,Bezirk Schwaz,,Tyrol,Western Europe,Europe,,,,,,,L600105,G600105,https://gem.wiki/Häusling_hydroelectric_plant
20-04-2022,Austria,,Hintermuhr hydroelectric plant,,,107,No,107,0,2,operating,,1991,,Salzburg AG,,,,conventional and pumped storage,,47.1029,13.4779,exact,,Bezirk Tamsweg,,Salzburg,Western Europe,Europe,,,,,,,L600106,G600106,https://gem.wiki/Hintermuhr_hydroelectric_plant
28-08-2023,Austria,,Imst Haiming hydroelectric plant,,Imst II; Prutz-Imst II,97,No,97,0,2,pre-construction,,,,Tiroler Wasserkraft AG (TIWAG),,,,run-of-river,,47.2582,10.8738,approximate,Haiming,Haiming,Imst,Tyrol,Western Europe,Europe,,,,,,,L600107,G600107,https://gem.wiki/Imst_Haiming_hydroelectric_plant
20-04-2022,Austria,,Imst hydroelectric plant,,Prutz-Imst; KW Imst,89,No,89,0,3,operating,,1956,,Tiroler Wasserkraft AG (TIWAG),,,,run-of-river,,47.2122,10.7215,exact,Gemeinde Imsterberg,Bezirk Imst,,Tyrol,Western Europe,Europe,,,,,,,L600108,G600108,https://gem.wiki/Imst_hydroelectric_plant
20-04-2022,Austria,,Innerfragant Oschenik hydroelectric plant,,"Innerfragant, Oschenik",114,No,114,0,5,operating,,1965,,KELAG,Kärntner Elektrizitäts-Aktiengesellschaft,Kelag,Kärntner Elektrizitäts-Aktiengesellschaft,pumped storage,,46.9773,13.0517,exact,,Bezirk Spittal an der Drau,,Carinthia,Western Europe,Europe,,,,,,,L600109,G600109,https://gem.wiki/Innerfragant_Oschenik_hydroelectric_plant
20-04-2022,Austria,,Kaprun Haupstufe hydroelectric plant,,Kaprun Main Stage,260,No,260,0,4,operating,,1953,,Verbund Hydro Power GMBH,,VERBUND Hydro Power GmbH,,conventional storage,"Salzach River, Kapruner Ache River",47.2594,12.7385,exact,,Bezirk Zell am See,,Salzburg,Western Europe,Europe,,,,,,,L600110,G600110,https://gem.wiki/Kaprun_Haupstufe_hydroelectric_plant
20-04-2022,Austria,,Kaprun Limberg II hydroelectric plant,,"Limberg II, Kaprun Oberstufe/Limberg 2, Kaprun Upper Stage/Limberg 2",480,No,480,0,2,operating,,2011,,Verbund Hydro Power GMBH,,VERBUND Hydro Power GmbH,,pumped storage,"Salzach River, Kapruner Ache River",47.1971,12.7193,exact,,Bezirk Zell am See,,Salzburg,Western Europe,Europe,,,,,,,L600111,G600111,https://gem.wiki/Kaprun_Limberg_II_hydroelectric_plant
28-08-2023,Austria,,Kaprun Limberg III hydroelectric plant,,"Limberg III, Kaprun Oberstufe/Limberg III",480,No,480,0,2,construction,,2025,,Verbund Hydro Power GMBH,,VERBUND Hydro Power GmbH,,pumped storage,"Salzach River, Kapruner Ache River",47.1992,12.7245,exact,,Bezirk Zell am See,,Salzburg,Western Europe,Europe,,,,,,,L600112,G600112,https://gem.wiki/Kaprun_Limberg_III_hydroelectric_plant
20-04-2022,Austria,,Kaprun Oberstufe hydroelectric plant,,"Kaprun Upper Stage, Limberg I",260,No,260,0,2,operating,,1956,,Verbund Hydro Power GMBH,,VERBUND Hydro Power GmbH,,pumped storage,"Salzach River, Kapruner Ache River",47.1971,12.7193,exact,,Bezirk Zell am See,,Salzburg,Western Europe,Europe,,,,,,,L600113,G600113,https://gem.wiki/Kaprun_Oberstufe_hydroelectric_plant
20-04-2022,Austria,,Kaprun Schwarzach hydroelectric plant,,"Schwarzach, Schwarzach (Sbg), Schwarzach (Salzburg)",120,No,120,0,3,operating,,1960,,Verbund Hydro Power GMBH,,VERBUND Hydro Power GmbH,,conventional storage,Salzach River,47.3149,13.1394,exact,,Bezirk St. Johann im Pongau,,Salzburg,Western Europe,Europe,,,,,,,L600114,G600114,https://gem.wiki/Kaprun_Schwarzach_hydroelectric_plant
20-04-2022,Austria,,Kops I hydroelectric plant,Kopswerk I,,288,No,288,0,6,operating,,1969,,Illwerke vkw,,illwerke vkw,,conventional storage,,46.9707,10.0571,exact,Gemeinde Gaschurn,Bezirk Bludenz,,Vorarlberg,Western Europe,Europe,,,,,,,L600115,G600115,https://gem.wiki/Kops_I_hydroelectric_plant
20-04-2022,Austria,,Kops II hydroelectric plant,Kopswerk II,,525,No,525,0,3,operating,,2008,,Illwerke vkw,,illwerke vkw,,pumped storage,,46.9756,10.043,exact,Gemeinde Gaschurn,Bezirk Bludenz,,Vorarlberg,Western Europe,Europe,,,,,,,L600116,G600116,https://gem.wiki/Kops_II_hydroelectric_plant
28-08-2023,Austria,,Koralm hydroelectric plant,,,1000,No,1000,0,4,shelved,,,,,,,,pumped storage,,46.7802,15.0298,exact,,Bezirk Deutschlandsberg,,Styria,Western Europe,Europe,,,,,,,L600117,G604518,https://gem.wiki/Koralm_hydroelectric_plant
28-08-2023,Austria,,Kühtai 2 hydroelectric plant,,,190,No,190,0,2,construction,,2026,,Tiroler Wasserkraft AG (TIWAG),,Tiroler Wasserkraft AG (TIWAG),,pumped storage,,47.1981,11.0055,exact,Gemeinde Silz,Bezirk Imst,,Tyrol,Western Europe,Europe,,,,,,,L600118,G600118,https://gem.wiki/Kühtai_2_hydroelectric_plant
20-04-2022,Austria,,Kühtai hydroelectric plant,,,289,No,289,0,2,operating,,1981,,Tiroler Wasserkraft AG (TIWAG),,Tiroler Wasserkraft AG (TIWAG),,pumped storage,,47.2061,11.0046,exact,Gemeinde Silz,Bezirk Imst,,Tyrol,Western Europe,Europe,,,,,,,L600119,G600119,https://gem.wiki/Kühtai_hydroelectric_plant
20-04-2022,Austria,,Lunersee hydroelectric plant,Lünerseewerk,,280,No,280,0,5,operating,,1958,,Illwerke vkw,,illwerke vkw,,conventional storage,Lünersee River,47.0738,9.874,exact,Gemeinde Tschagguns,Bezirk Bludenz,,Vorarlberg,Western Europe,Europe,,,,,,,L600120,G600120,https://gem.wiki/Lunersee_hydroelectric_plant
